2014 01 14::05:47:50:018,223.15691916625468,10470.195211517042,53.9912866937875,-124.3022214243484,3.7643680784608335,
2014 01 14::05:47:50:519,246.5469441866809,10586.502655195462,54.03619582482588,-119.91460463987673,3.8963751087077614,
2014 01 14::05:47:51:020,254.36734804070994,11545.06577705099,54.278945176640114,-119.21369267547766,4.316766173907716,
2014 01 14::05:47:51:520,262.13196055233414,11673.341298128082,54.4648411701365,-113.75416334985715,4.483060689033036,
2014 01 14::05:47:52:020,285.45606569885575,12813.53151846114,54.89897387541354,-109.41923911466068,4.61173380420502,
2014 01 14::05:47:52:521,298.69622939228003,14037.824528686127,55.032599342708096,-107.61129993945679,4.969110156310341,
2014 01 14::05:47:53:021,316.31726592789676,19963.736313955214,55.22472670316914,-101.06557074717952,6.180241003145914,
2014 01 14::05:47:53:521,322.2851483772923,20096.227781098685,55.30809388602065,-99.74102271889996,6.213852963096689,
2014 01 14::05:47:54:021,351.2085867862803,24779.166458048006,55.52906591611673,-98.20997495585763,6.327092634824016,
2014 01 14::05:47:54:522,359.79429535454534,25518.366954696536,55.57278245427288,-93.42998950364367,6.465107209387078,
2014 01 14::05:47:55:022,371.5397568371067,28521.573618180286,55.93827763121229,-92.12189852017895,6.752168498609712,
2014 01 14::05:47:55:523,400.36127916744647,31718.317059687175,56.04719146178439,-82.68085326130185,6.7663902211920535,
2014 01 14::05:47:56:023,409.0231035986461,32811.96005596265,56.0478386402663,-81.70416496555964,6.780105164516748,
2014 01 14::05:47:56:523,424.688325872185,33085.16370977709,56.88547547988642,-73.56946971682908,8.064940291143706,
2014 01 14::05:47:57:023,446.39423104366847,35118.24079408771,57.0850635039688,-71.81052241975749,8.168591517641,
2014 01 14::05:47:57:524,450.3240963601657,37083.05044826318,57.28465152805118,-62.33876931934799,8.622531217961916,
2014 01 14::05:47:58:024,462.62692302940735,39050.15463311467,57.49380097867129,-60.56953835694216,8.624777958929531,
2014 01 14::05:47:58:524,466.5547193932318,43239.38231700207,58.10212647745616,-58.301044159685205,8.92791531851862,
2014 01 14::05:47:59:024,477.78444212446203,44228.370235442504,58.192418240288205,-57.23474936239944,9.07154896000395,
2014 01 14::05:47:59:524,488.7429562040517,44660.45151609399,58.27332974995825,-40.32583698072132,9.236413288546952,
2014 01 14::05:48:00:025,495.0656471674597,45007.413407131455,58.354241259628296,-39.148446877485185,9.361885611953758,
2014 01 14::05:48:00:526,495.1360374263838,45526.10497236862,59.096979293724594,-38.24140197002927,10.422895557194556,
2014 01 14::05:48:01:026,497.2657801889641,45696.56078801171,59.645883306560506,-37.81526243092155,10.759186950356314,
2014 01 14::05:48:01:527,527.1065521262747,46059.378750994074,61.55562447366481,-36.51853351782863,11.492369752907393,
2014 01 14::05:48:02:027,535.9681910847004,46530.33479228853,62.08392475166469,-35.65112879023498,11.593448557471985,
2014 01 14::05:48:02:527,541.943678767451,53293.89974495978,63.6251856545067,-34.57092558860626,12.220689308841592,
2014 01 14::05:48:03:027,573.1875573921882,53720.41766387409,63.661770228332635,-32.09845579250518,12.338275349172513,
2014 01 14::05:48:03:527,605.4655863951173,54627.81534277686,64.44110788687784,-21.62538658278666,12.560852212773865,
2014 01 14::05:48:04:028,651.442877580971,55335.5077277392,66.02046548664254,-16.70762612065795,12.804939485751898,
2014 01 14::05:48:04:528,653.8304676103766,59124.208967903,67.04387493360164,-11.795601985219278,12.818635830112623,
2014 01 14::05:48:05:029,684.847725648475,59827.78788673163,68.06728438056075,-6.712909274442708,13.076024572169231,
2014 01 14::05:48:05:530,719.5539346789741,63081.66598622386,68.96451531037795,-6.02990013990663,13.154638130674801,
2014 01 14::05:48:06:030,768.363721710333,63472.34130452074,69.10488570010087,-3.2957926492179297,13.30834284167971,
2014 01 14::05:48:06:530,800.8643129237,67248.75940807158,69.46568591426616,4.696065954549283,14.299827609705618,
2014 01 14::05:48:07:030,805.3439413353368,67771.99580145747,69.77015310185242,12.204082613258663,14.613510073303592,
2014 01 14::05:48:07:531,809.2057064383467,69683.98998234305,71.04162988114892,14.052083854879982,14.799645852616027,
2014 01 14::05:48:08:031,850.4315064772759,70296.40908755998,72.05398883720959,25.75943054725328,14.864813107430052,
2014 01 14::05:48:08:531,851.9256943051289,70826.2282988718,72.21483284775675,26.09065921511197,15.123756021181133,
2014 01 14::05:48:09:032,889.7163669544939,73444.5199757827,72.38745240264133,40.90543867828468,15.413360095255014,
2014 01 14::05:48:09:532,906.757404298894,74167.69564586427,72.748596649862,43.96617120384715,15.700352988393673,
2014 01 14::05:48:10:032,923.6651202781452,75901.66533994286,73.37138328828318,46.816646754679795,16.790220907889786,
2014 01 14::05:48:10:532,925.103650185372,78085.47707019106,76.1657704006602,47.13733555737252,17.288249725680227,
2014 01 14::05:48:11:032,932.0500792801513,78365.8418559507,76.7581427055497,49.53374336201135,17.4929730883135,
2014 01 14::05:48:11:533,952.9375778391585,80120.88856973937,77.35051501043921,49.82451197120739,17.53337915703195,
2014 01 14::05:48:12:033,959.7501974973188,80632.42816597038,77.42610037138387,51.22851882916253,17.738032359221744,
2014 01 14::05:48:12:533,967.6594841738872,81933.42815408825,79.02575350990593,53.19260668664701,18.04290326821819,
2014 01 14::05:48:13:033,970.8176924896901,84634.59531703673,79.04863011373386,55.24214968432099,18.074389772520092,
2014 01 14::05:48:13:534,981.2665444728555,97533.16443008214,79.29189037077845,58.93825391342168,18.6992117604284,
2014 01 14::05:48:14:035,985.749651871751,97555.86683233974,79.43620997253986,62.7256262081705,19.07996804688067,
2014 01 14::05:48:14:535,989.7344945373881,98366.77906559281,79.55675219777247,68.55036983302259,19.3091839420951,
2014 01 14::05:48:15:036,990.0364695783271,99865.12651702219,79.62069522904235,70.39984918477172,19.91714482754353,
