2014 01 14::07:04:11:294,-114.12483279556461,205.88973861308048,50.020746289586306,
2014 01 14::07:04:11:544,-112.15594991443533,694.7943990954616,50.14358886203163,
2014 01 14::07:04:11:794,-111.64801209453539,1765.3224249066195,50.31792766802434,
2014 01 14::07:04:12:044,-111.1324146543914,1990.9543465514905,50.71190219690713,
2014 01 14::07:04:12:295,-110.24864197190557,3114.8396759726224,50.82830397090565,
2014 01 14::07:04:12:545,-109.9655587298614,3354.2430971431786,51.23814520880621,
2014 01 14::07:04:12:795,-107.41778135609654,3438.2535467754733,51.28195878736697,
2014 01 14::07:04:13:046,-104.75764955457164,3984.931419228382,51.39749695038387,
2014 01 14::07:04:13:297,-101.49395458534919,4181.794259122538,51.56296369815405,
2014 01 14::07:04:13:548,-101.24813154774856,4274.20387418892,51.681615128252865,
2014 01 14::07:04:13:798,-99.43020752021775,4707.080345954055,51.80026655835168,
2014 01 14::07:04:14:048,-98.2525258519316,5060.421313036028,51.88341242728933,
2014 01 14::07:04:14:298,-93.52629618841131,5189.59993807187,52.14864506334238,
2014 01 14::07:04:14:548,-93.3664338886085,6267.165403210549,52.72669947241293,
2014 01 14::07:04:14:798,-92.99585269558882,6500.493767721107,53.30475388148348,
2014 01 14::07:04:15:049,-90.32407163720494,6628.954285344558,53.40429979362238,
2014 01 14::07:04:15:299,-90.27193587041437,6906.999490014086,53.59414068022872,
2014 01 14::07:04:15:549,-89.10333043402058,7167.4717948485195,53.758908753902546,
2014 01 14::07:04:15:799,-87.65629186618158,7207.718496450645,54.05207100549481,
2014 01 14::07:04:16:049,-87.5111617378696,7387.796526734859,54.384939292051456,
2014 01 14::07:04:16:299,-86.50631792097519,7874.858136737008,54.478527166950116,
2014 01 14::07:04:16:550,-86.42934877298819,8279.443191842125,54.92863887637367,
2014 01 14::07:04:16:800,-85.41022518013392,8308.864990469401,54.98360444611272,
2014 01 14::07:04:17:051,-85.17425055067952,8995.737963041143,55.72282622256508,
2014 01 14::07:04:17:301,-85.12897425601666,9195.53361015002,55.95591976190417,
2014 01 14::07:04:17:551,-84.48894948892007,9279.001468881663,56.20028513675934,
2014 01 14::07:04:17:801,-82.43373004740515,9835.997887297948,56.46315618153319,
2014 01 14::07:04:18:052,-80.27399282882436,9996.452890189274,56.672141942226695,
2014 01 14::07:04:18:302,-80.22134131626524,10007.651822613847,57.177119251116125,
2014 01 14::07:04:18:552,-78.36369068855855,10667.886704254548,57.58927414269755,
2014 01 14::07:04:18:803,-76.72916320953972,10822.06837352247,57.77977280895463,
2014 01 14::07:04:19:053,-76.3661772711526,11301.309706558037,57.875494088655,
2014 01 14::07:04:19:303,-74.98421293187832,11351.486369059605,58.67585177791512,
2014 01 14::07:04:19:553,-73.74026911198143,11505.851642638363,58.80312314757718,
2014 01 14::07:04:19:803,-69.44932957438577,11565.852024333246,58.86358029056182,
2014 01 14::07:04:20:053,-69.34211418872765,11857.125927185994,58.92403743354646,
2014 01 14::07:04:20:303,-69.30180414156128,12061.419027788606,59.18026055142689,
2014 01 14::07:04:20:554,-68.5380682486367,12860.05903659901,59.50269369767391,
2014 01 14::07:04:20:804,-68.37802021705738,12925.063454579427,59.65825655190105,
2014 01 14::07:04:21:054,-68.29705131357456,13552.393947583196,59.813819406128175,
2014 01 14::07:04:21:304,-67.62878637002109,13987.54011227307,59.88973706190892,
2014 01 14::07:04:21:554,-64.06882586690033,14150.584678524692,60.379927080420615,
2014 01 14::07:04:21:805,-63.89394370101769,14657.95195969166,60.8660770440117,
2014 01 14::07:04:22:055,-63.73206412009582,14819.619241367092,61.35222700760279,
2014 01 14::07:04:22:305,-60.44342281490676,15252.345141203135,61.37471940212302,
2014 01 14::07:04:22:555,-60.029304611273446,15634.268779049977,61.653620404962254,
2014 01 14::07:04:22:805,-53.46817314018874,15658.853922201628,62.201682522844415,
2014 01 14::07:04:23:055,-53.306681766276256,16018.432057121276,62.2825627262058,
2014 01 14::07:04:23:305,-52.67791547350339,16409.39137715567,62.95371856811893,
2014 01 14::07:04:23:555,-51.87022223653385,16661.07297800344,62.95371856811893,
2014 01 14::07:04:23:805,-51.47451142532458,16747.915145788942,63.624874410032064,
2014 01 14::07:04:24:055,-50.32768226412823,16925.170428225567,64.36525011067506,
2014 01 14::07:04:24:305,-48.54621096250485,17063.158641709007,64.40056394000581,
2014 01 14::07:04:24:556,-46.90773326105431,17098.599323621034,64.4040136549806,
2014 01 14::07:04:24:807,-46.79570695875995,18538.496500889072,64.6012247068517,
2014 01 14::07:04:25:057,-45.05540824897118,18629.378330508676,65.36848964682096,
2014 01 14::07:04:25:308,-43.08362056538493,19351.09917290569,66.13575458679021,
2014 01 14::07:04:25:558,-42.34695665188389,19386.625050211147,66.69060651400827,
2014 01 14::07:04:25:808,-40.03505307403308,19425.004457500683,66.86699775656169,
2014 01 14::07:04:26:059,-39.29211333381318,20206.26864984613,67.87369651085396,
2014 01 14::07:04:26:309,-37.309297310042986,20352.925184642063,68.33342144880294,
2014 01 14::07:04:26:559,-34.450761363589145,20370.694512399816,68.74115648690449,
2014 01 14::07:04:26:809,-34.15455789899171,20405.818440325053,69.48881935829543,
2014 01 14::07:04:27:059,-30.515421592178978,20573.426902561605,69.66594546718885,
2014 01 14::07:04:27:309,-29.58452603043307,20582.27329184464,69.73458188403781,
2014 01 14::07:04:27:560,-28.257287946434058,20605.802637636476,70.35280215341277,
2014 01 14::07:04:27:810,-27.9838862071777,21547.486515675027,70.88405892590632,
2014 01 14::07:04:28:060,-27.28049511057048,21820.48077022445,71.13435317036564,
2014 01 14::07:04:28:310,-27.051856785105016,22123.764824198322,71.2355580242574,
2014 01 14::07:04:28:560,-24.86811377757294,22203.4252349636,71.75847202323226,
2014 01 14::07:04:28:810,-24.165559304608784,22562.13645932765,72.28138602220713,
2014 01 14::07:04:29:060,-21.157089027265986,22969.813992840453,72.36851040115178,
2014 01 14::07:04:29:310,-21.106059225184683,22981.368823687375,72.43833926175225,
2014 01 14::07:04:29:560,-20.374919262009872,23455.34187824058,72.8731541655403,
2014 01 14::07:04:29:811,-17.83687224875967,23906.377600592066,73.05554049632401,
2014 01 14::07:04:30:061,-17.45653703913915,24046.83658386125,73.23792682710773,
2014 01 14::07:04:30:311,-16.54613487381304,24056.77285920789,73.466084585756,
2014 01 14::07:04:30:561,-13.416283695461123,24108.559537215442,73.52273791483621,
2014 01 14::07:04:30:812,-13.282218366382834,24332.21504405983,73.72860901423527,
2014 01 14::07:04:31:062,-11.438659131953857,24349.10659080167,74.02908538546527,
2014 01 14::07:04:31:312,-9.219281729044065,24569.628277025757,74.04546192688377,
2014 01 14::07:04:31:562,-8.398726171048994,24601.47834176138,74.35348950716292,
2014 01 14::07:04:31:812,-8.215335367415312,24919.043499297368,75.00561889998258,
2014 01 14::07:04:32:062,-7.028449898386416,25175.504092507417,75.16139586528635,
2014 01 14::07:04:32:313,-5.76149058244226,25186.945738474627,75.31717283059014,
2014 01 14::07:04:32:563,-5.176138823804735,25773.291252384766,75.45234356032937,
2014 01 14::07:04:32:813,-4.112939242851622,25854.618507619518,75.45244366894966,
2014 01 14::07:04:33:064,0.79716739329695,25889.70167509636,75.52943303701709,
2014 01 14::07:04:33:314,1.3857913280436072,26926.91374463263,76.08575138823514,
2014 01 14::07:04:33:564,2.9958483347138043,27185.366195609844,76.6420697394532,
2014 01 14::07:04:33:815,4.968322124390265,27584.325382339357,76.66965175951668,
2014 01 14::07:04:34:065,5.3894019370427415,27638.273378886675,76.76768396890022,
2014 01 14::07:04:34:315,6.286440277493782,28354.519531605576,76.98629605780272,
